XXXIX;Thétis;Alonistena,Corinthe,Kordelio,Patras
XL;Arès;Héraklion,Ioannina,Porto Héli,Argos,Keratsini,Agrinion
XLI;Dionysos;Ierapetra,Ierapetra,Filothei,Iolkos,Delphes
XLII;Hébé;Nauplie,Thèbes,Aegio,Monemvasia,Orestiáda,Karditsa,Kordelio,Delphes,La Canée
XLIII;Chloris;Thessalonique,Psychico,Kavala,Výronas,Porto Héli
XLIV;Borée;Mykonos,Nikaia,Ermoúpoli
XLV;Hébé;Agios Nikolaos,Komotiní,Nea Smyrni,Drama
XLVI;Rhéa;Porto Héli,Pylaia,Monemvasia,Patras,Patras,Agrinion,Pylaia
XLVII;Thémis;Monemvasia,Sparte,Zefyri,Keratsini,Kalamata,Corfou,Rhodes,Nauplie,Kordelio,Iolkos,Olympie,Agios Nikolaos,Kalamata
XLVIII;Thémis;Corinthe,Athènes,Alexandroúpoli,Kamatero
XLIX;Morphée;Ioannina,Ioannina,Thessalonique,Nauplie,Ierapetra,Kefalonia,Thessalonique,Delphes,Le Pirée,Volos,Agios Nikolaos
L;Cronos;Výronas,Athènes,Kalamata,Drama,Rhodes,Nauplie,Aegio
LI;Éos;Agios Nikolaos,Sparte,Psychico,Ano Liossia,Keratsini,Ierapetra,Alexandroúpoli,Eyosmos,Souflí
LII;Asclépios;Kordelio,Delphes,Arta,Xanthi,Larissa,Amfissa,Argos,Pylaia,Amfissa,Pylaia
LIII;Achlys;Nea Ionia,Agrinion,Nikaia
LIV;Ploutos;Nea Ionia,Výronas,Komotiní,Iolkos,Théra,Psychico,Agios Nikolaos,Alexandroúpoli,Alexandroúpoli,La Canée,Sparte,Aegio,Arta
LV;Héra;La Canée,Stravroupoli,Nikaia,Agios Nikolaos,Olympie,Saloniki,Kefalonia,Agios Nikolaos,Keratsini,Delphes,Karditsa,Iolkos
LVI;Até;Réthymnon,Rhodes,Stravroupoli,Saloniki,Kordelio,Eyosmos,Mykonos
LVII;Rhadamanthe;Sparte,Kastoria,Kordelio,Kalamaria,Corinthe,Kavala
LVIII;Atlas;Drama,Nauplie,Ierapetra,Alexandroúpoli,Kefalonia,Iolkos,Mykonos
LIX;Séléné;Delphes,Nea Ionia,Agios Nikolaos,Karditsa,Théra,Nikaia,Ermoúpoli,Kavala,Nea Ionia,Argos,Iolkos,Kamatero,Thessalonique
LX;Métis;Karditsa,Drama,Aegio,Amfissa,Ierapetra,Drama,Héraklion,Alonistena
LXI;Athéna;Mégara,Patras,Kavala,Kamatero,Kateríni,Psychico,Athènes
LXII;Océanos;Ano Liossia,Pylaia,Thèbes,La Canée
LXIII;Hélios;Kefalonia,Thèbes,Nauplie,Argos,Kateríni,Nauplie,Kozani,Corinthe,Kefalonia,Porto Héli
LXIV;Métis;Sparte,Ermoúpoli,Kalamaria,Stravroupoli,Lamía
LXV;Léto;Drama,Kordelio,Delphes,Mykonos,Komotiní,Delphes,Delphes,Keratsini,Athènes,Aegio,Xanthi,Alexandroúpoli,Iolkos,Patras,Kefalonia
LXVI;Gaïa;Larissa,Lamía,Sparte,Komotiní,Výronas,La Canée,Ioannina,Ermoúpoli,Argos
LXVII;Morphée;Ioannina,Saloniki,Pylaia,Monemvasia,Ioannina,Volos,Agrinion,Kordelio,Héraklion,Kamatero,Stravroupoli,Ermoúpoli,Olympie
LXVIII;Borée;Porto Héli,Réthymnon,Patras,Eyosmos,Alonistena,Porto Héli,Kalamata,Xanthi,Alonistena,Héraklion,Mykonos,Olympie,Orestiáda,Alonistena,Zefyri,Kalamata
LXIX;Triton;Psychico,Trikala,Monemvasia,Kordelio,Mégara,Thèbes,Mykonos,Mykonos,Arta,Eyosmos
LXX;Ploutos;Alexandroúpoli,Argos,Rhodes,Corfou,Psychico
LXXI;Triton;Pylaia,Arta,Le Pirée,Výronas,Kordelio,Zefyri,Kavala,Karditsa
LXXII;Éris;Kordelio,Psychico,Kastoria,Aegio,Olympie,Stravroupoli,Athènes,Porto Héli,Larissa
LXXIII;Léto;Rhodes,Lamía,Psychico,Nea Ionia,Nauplie,Zefyri,Rhodes,Eyosmos,Filothei
LXXIV;Éos;Keratsini,Ano Liossia,Corfou,Réthymnon,Nikaia,La Canée,Kordelio,Orestiáda,Kavala,Argos,Filothei,Corinthe,Kateríni,Nea Smyrni
LXXV;Priape;Kateríni,Larissa,Saloniki,Le Pirée,Iolkos,Komotiní,Kamatero,La Canée,Výronas,Thèbes,Porto Héli,Olympie,Agios Nikolaos
LXXVI;Hestia;Psychico,Olympie,Olympie,Nea Smyrni,Iolkos,Kamatero,Filothei,Kefalonia,Thèbes,Agios Nikolaos,Nea Ionia,Théra
LXXVII;Rhadamanthe;Agios Nikolaos,Le Pirée,Kalamata
LXXVIII;Éos;Olympie,Kastoria,Ierapetra,Trikala,Komotiní,Nikaia,Lamía,Kefalonia,Stravroupoli,Thèbes,Kozani
LXXIX;Rhéa;Mykonos,Larissa,Mégara,Nauplie,Nea Smyrni,Karditsa,Rhodes,Výronas,Souflí,Alonistena,Trikala
LXXX;Héra;Kamatero,Athènes,Mykonos,Pylaia
LXXXI;Hécate;Ano Liossia,Sparte,Rhodes,Kamatero,Porto Héli,Orestiáda,Athènes
LXXXII;Priape;Réthymnon,Kastoria,Kozani,Mykonos,Corfou,Kalamata
LXXXIII;Héraclès;Ioannina,Patras,Souflí,Sparte,Eyosmos,Ioannina,Kalamaria
LXXXIV;Morphée;Iolkos,Corfou,Monemvasia,Psychico,Larissa,Výronas,Amfissa,Corfou
LXXXV;Apollon;Héraklion,Iolkos,Théra,Souflí,Le Pirée,Nikaia
LXXXVI;Éos;Larissa,Saloniki,Kozani,Larissa,Agrinion,La Canée,Keratsini,Pylaia,Alexandroúpoli,Orestiáda,Ano Liossia,Larissa,Thèbes,Filothei,Kamatero
LXXXVII;Até;Corfou,Xanthi,Le Pirée,Kozani
LXXXVIII;Asclépios;Olympie,Nikaia,Filothei,Zefyri,Alexandroúpoli,Drama,Saloniki,Lamía
LXXXIX;Charon;Keratsini,Ierapetra
XC;Asclépios;Nikaia,Aegio,Larissa,Rhodes,Nea Ionia,Filothei,Ioannina,Kastoria,Keratsini,Corfou,Ierapetra,Xanthi,Alexandroúpoli,Ermoúpoli,Xanthi
XCI;Léto;Filothei,Olympie,Komotiní,Kozani,Kastoria
XCII;Asclépios;Patras,Sparte,Olympie,Corfou,Lamía,Ierapetra,Ioannina,Xanthi,Argos
XCIII;Hécate;Ioannina,Ioannina,Trikala,Ermoúpoli,Drama
XCIV;Perséphone;Le Pirée,Corfou,Trikala,Larissa,La Canée,Zefyri
XCV;Hygie;Komotiní,Kordelio,Kalamaria,Nea Ionia,Thèbes,Ierapetra,Thessalonique
XCVI;Ploutos;Delphes,Orestiáda,Thessalonique,Alexandroúpoli,Larissa,Argos,Porto Héli,Kalamata,Mégara,Souflí,Psychico,Saloniki,Xanthi,Monemvasia,Arta
XCVII;Hygie;Ierapetra,Ermoúpoli,Kavala,Ierapetra,Amfissa,Kamatero,Corinthe,Larissa,Amfissa,Kastoria,Výronas,Pylaia,Kalamata,Karditsa,Amfissa
XCVIII;Priape;Amfissa,Ierapetra,Kalamaria,Komotiní,Výronas,Pylaia
XCIX;Héra;Kordelio,Saloniki,Kozani,Mégara,Nikaia,Xanthi,Souflí,Kateríni,Lamía,Stravroupoli,Karditsa,Argos,Héraklion,Porto Héli
C;Ploutos;Rhodes,Héraklion,Nea Ionia,Saloniki,Drama,Delphes,Souflí,Komotiní,Nea Ionia,Kamatero,Ierapetra,Athènes,Orestiáda,Sparte
CI;Até;Kozani,Xanthi,Eyosmos,Thèbes,Orestiáda,Arta,Corfou,Le Pirée
CII;Artémis;Kalamata,Mykonos,Keratsini
CIII;Até;Nea Ionia,Stravroupoli,Corfou,Eyosmos,Kozani,Kozani
CIV;Ploutos;Thèbes,Alonistena,Filothei,Souflí,Alexandroúpoli,Komotiní,Patras,Xanthi,Keratsini,Kalamata,Keratsini,Stravroupoli,Ermoúpoli
CV;Maïa;Delphes,Réthymnon,Karditsa,Drama,Kordelio,Théra,Arta
CVI;Hécate;Lamía,Pylaia,Le Pirée,Souflí,Arta
CVII;Dionysos;Sparte,Kordelio,Saloniki,Stravroupoli,Larissa,Alonistena
CVIII;Charon;Keratsini,Nea Ionia,Amfissa,Drama,Rhodes,Athènes,Eyosmos
CIX;Héphaïstos;Théra,Komotiní,Agrinion,Ioannina,Kastoria,Výronas
CX;Déméter;Drama,Kefalonia,Kastoria,Le Pirée,Eyosmos,Monemvasia,Le Pirée,Orestiáda
CXI;Dionysos;Monemvasia,Eyosmos,Trikala,Kozani,Kefalonia,Eyosmos,Mykonos,Kateríni,Argos,Olympie
CXII;Hygie;Filothei,Orestiáda,Mégara,Komotiní,Nikaia
CXIII;Apollon;Corfou,Athènes,Larissa,Alexandroúpoli,Rhodes
CXIV;Hestia;Arta,Théra,Patras,Arta,Thessalonique,Monemvasia,Héraklion,Delphes,Xanthi,Patras,Kavala,Patras,Iolkos,Drama
CXV;Artémis;Komotiní,Filothei,Kastoria
CXVI;Asclépios;Trikala,Théra,Alexandroúpoli,Olympie,Pylaia,Kamatero,Mégara,Thèbes,Kalamata,Mégara,Kordelio,Lamía,Komotiní,Kastoria,Porto Héli
CXVII;Até;Sparte,Zefyri,Kefalonia,Alonistena,Keratsini,Ierapetra,Monemvasia,Agrinion,Kavala
CXVIII;Charon;Lamía,Mégara,Delphes,Thèbes,Ioannina
CXIX;Apollon;Thèbes,Athènes,Zefyri,Kefalonia,Eyosmos,Agios Nikolaos,Ermoúpoli,Delphes
CXX;Priape;Trikala,Sparte,Sparte,Corfou,Nea Ionia,Eyosmos,Nikaia,Nea Ionia
CXXI;Zéphyr;Keratsini,Iolkos,Nauplie,Théra,Corinthe,Iolkos,Rhodes
CXXII;Léto;Arta,Amfissa,Nea Smyrni,Le Pirée,Mykonos,Orestiáda,Corinthe,Nea Ionia,Aegio
CXXIII;Poséidon;Mégara,Théra,Larissa
CXXIV;Rhadamanthe;Le Pirée,Olympie,Patras,Ioannina,Výronas,Thessalonique,Agrinion,Eyosmos
CXXV;Atlas;Ano Liossia,Kavala,Trikala,Pylaia,Kateríni,Filothei,Kefalonia
CXXVI;Asclépios;Pylaia,Souflí,Keratsini,Ioannina,Kalamata,Ierapetra,Mykonos
CXXVII;Hygie;Komotiní,Kalamata,Kavala,Porto Héli,Komotiní,Théra,Réthymnon,Ano Liossia,Nikaia,Réthymnon,Delphes
CXXVIII;Ploutos;Larissa,Filothei,Kefalonia,Olympie,Saloniki,Agios Nikolaos,Kastoria,Xanthi
CXXIX;Séléné;Xanthi,Lamía,Saloniki,Ioannina,Théra,Stravroupoli,Ierapetra
CXXX;Héraclès;Kavala,Výronas,Héraklion
CXXXI;Triton;Kefalonia,Filothei,Alexandroúpoli,Filothei,Iolkos,Monemvasia,Corinthe,Kamatero,Ano Liossia,Thessalonique
CXXXII;Borée;Agrinion,Nikaia,Théra,La Canée,Kalamaria,Patras,Corinthe,Nea Smyrni,Porto Héli,Kalamata
CXXXIII;Hestia;Mykonos,Kastoria,Alonistena,Mégara,Héraklion,Alonistena,Corinthe,Souflí,Kalamaria,Ierapetra,Saloniki,Patras,Athènes,Ioannina
CXXXIV;Borée;Nea Smyrni,Kordelio,Ierapetra,Thessalonique,Zefyri,Nea Smyrni,Corinthe,Eyosmos,Filothei
CXXXV;Aphrodite;Larissa,Kefalonia,Souflí,Souflí,Athènes,Keratsini,Delphes,Filothei,Nauplie,Nauplie,Lamía,Nea Ionia,Mykonos,Kalamata
CXXXVI;Hermès;Olympie,Argos,Nikaia,Kefalonia,Porto Héli,Kalamata,Mykonos,Nea Ionia,Corfou,Argos,Thessalonique,Amfissa,Arta,Pylaia,Alonistena,Alexandroúpoli,Théra
CXXXVII;Minos;Arta,Kavala,Pylaia,Mégara,Nauplie,Nauplie,Le Pirée,Trikala,Olympie
CXXXVIII;Apollon;Arta,Iolkos,Kastoria,Eyosmos,Eyosmos,Kefalonia,Agios Nikolaos
CXXXIX;Éos;Le Pirée,Kozani,Filothei,Volos,Nea Ionia,Orestiáda
CXL;Déméter;Thèbes,Thèbes,Olympie,Pylaia
CXLI;Até;Souflí,Kateríni,Corinthe,Delphes,Filothei
CXLII;Dionysos;Orestiáda,Mégara,Sparte,Karditsa,Stravroupoli,Argos,Olympie,Thessalonique,Amfissa,Réthymnon,Kozani,Saloniki,Nea Ionia,Delphes,Xanthi
CXLIII;Charon;Kefalonia,Olympie,Kastoria,Réthymnon,Agios Nikolaos,Larissa
CXLIV;Borée;Argos,Drama,Zefyri,Filothei,Mégara,Kastoria,Ierapetra,Ierapetra,Thessalonique
CXLV;Héphaïstos;Psychico,Xanthi,Mykonos,Komotiní,Héraklion,Agrinion
CXLVI;Hestia;Nea Ionia,Ioannina,Héraklion,Orestiáda,Nauplie,Le Pirée,Kordelio,Théra,Larissa
CXLVII;Priape;Thèbes,Larissa,Výronas,Iolkos,Nikaia
CXLVIII;Hécate;Lamía,Komotiní,Eyosmos,Orestiáda,Corinthe
CXLIX;Triton;Kamatero,Kozani,Komotiní,Karditsa,Théra,Aegio,Lamía,Thèbes,Kalamata,Drama,Výronas,Le Pirée,Saloniki
CL;Minos;Argos,Kefalonia,Výronas,Výronas,Olympie,Sparte
CLI;Héraclès;Ermoúpoli,Karditsa,Porto Héli,Patras,Xanthi,Komotiní,Kavala
CLII;Hermès;Corfou,Argos,Pylaia,Filothei,Kefalonia,Eyosmos
CLIII;Achlys;Alonistena,Kalamata,Volos,Souflí,Mégara,Alonistena,Larissa,Thessalonique,Amfissa,Arta,Larissa,Théra,Eyosmos
CLIV;Léto;Nea Smyrni,Karditsa,Thèbes,Nea Ionia,Aegio,Filothei,Drama,Monemvasia
CLV;Hestia;Mégara,Stravroupoli
CLVI;Apollon;Argos,Larissa,Monemvasia,Mégara,Sparte,Athènes,Trikala,Zefyri
CLVII;Éros;Rhodes,Réthymnon,Karditsa,Rhodes,Kalamaria,Corfou,Keratsini,Thessalonique,Nauplie
CLVIII;Borée;Agios Nikolaos,Thèbes,Nea Ionia,Komotiní,Ierapetra,Drama,Orestiáda,Mégara,Drama,Ermoúpoli
CLIX;Héphaïstos;Réthymnon,Kozani,Théra,Stravroupoli,Výronas,Stravroupoli,Ermoúpoli,Orestiáda,Théra,Ierapetra,Kavala
CLX;Ploutos;Kalamaria,Nea Ionia,Kozani,Athènes,Le Pirée,Trikala,Corinthe,Héraklion,Výronas,Porto Héli,Kalamaria,Orestiáda,Výronas
CLXI;Séléné;Ioannina,Aegio,Eyosmos,Sparte,Mykonos,Orestiáda,Mykonos,Aegio,Théra,Zefyri,Kamatero,Stravroupoli,Monemvasia,Komotiní,Agrinion,Le Pirée,Agrinion
CLXII;Ouranos;Arta,Ermoúpoli,Nea Ionia,Kavala,Drama,Ano Liossia,Thessalonique,Nea Smyrni,Le Pirée,Kordelio,Filothei,Kastoria,Monemvasia,Psychico,Le Pirée
CLXIII;Dionysos;Kastoria,Héraklion,Ioannina,Agios Nikolaos,Výronas,Alonistena,Ermoúpoli,Kavala,Corinthe,Aegio,Olympie,Réthymnon,Souflí
CLXIV;Arès;Karditsa,Alonistena,Karditsa,Aegio,Delphes,Agios Nikolaos,Kalamaria,Xanthi,Ano Liossia,Aegio,Le Pirée
CLXV;Hélios;Ermoúpoli,Kordelio,Corfou,Argos,Sparte,Rhodes
CLXVI;Pan;Thessalonique,Xanthi,Volos,Kalamata,Kozani,Kalamaria,Théra,Nauplie,Rhodes,Agios Nikolaos,Mégara,Mykonos,Agrinion,La Canée,Eyosmos
CLXVII;Gaïa;Rhodes,Monemvasia,Orestiáda,Athènes,Delphes,Amfissa,Eyosmos,Théra,Lamía,Monemvasia,Filothei,Agios Nikolaos
CLXVIII;Héra;Xanthi,Larissa,Trikala,Iolkos,Kavala,Pylaia,Kalamaria,Xanthi,Ano Liossia
CLXIX;Hermès;Mykonos,Psychico,Théra
CLXX;Gaïa;Nikaia,Réthymnon,Alexandroúpoli
CLXXI;Atlas;Volos,Saloniki,Alonistena,Nauplie,Výronas,Nea Ionia,Agrinion,Kordelio,La Canée,Stravroupoli
CLXXII;Poséidon;Orestiáda,Xanthi
CLXXIII;Achlys;Corfou,Sparte,Psychico,Saloniki
CLXXIV;Héraclès;Patras,Patras,Argos,Mégara,Ano Liossia,Alexandroúpoli,Kamatero,Kordelio,Arta,Volos,Výronas
CLXXV;Charon;Saloniki,Karditsa,Kalamata,Nauplie,Ioannina,Thèbes,Nea Smyrni,Eyosmos
CLXXVI;Éole;Volos,Orestiáda,Théra,Kalamata,Lamía,Héraklion,Nea Smyrni,Agios Nikolaos,Keratsini,Iolkos,Monemvasia,Psychico
CLXXVII;Rhéa;Théra,Le Pirée,Iolkos,Héraklion,Nea Ionia,Nikaia,Drama,Thèbes,Nea Smyrni,Corinthe,Nea Smyrni,Théra
CLXXVIII;Hestia;Aegio,Pylaia,Thessalonique,Ierapetra,Komotiní
CLXXIX;Arès;Théra,Kalamaria,Athènes,Nea Ionia,Réthymnon,Thessalonique,Thessalonique,Thèbes,Mykonos,La Canée
CLXXX;Hestia;Théra,Xanthi,Kavala,Alonistena,Keratsini,Ano Liossia,Psychico
CLXXXI;Métis;Kalamaria,Ermoúpoli,Alexandroúpoli,Aegio
CLXXXII;Chloris;Patras,Patras,Arta
CLXXXIII;Aphrodite;Trikala,Kalamaria,Réthymnon,Kordelio,Thèbes,Komotiní,Keratsini,Delphes,Thèbes,Kefalonia,Héraklion,Aegio
CLXXXIV;Déméter;Argos,Mégara,Le Pirée,Larissa,Trikala,Keratsini,Eyosmos,Kefalonia,Nea Ionia,Mégara,Patras
CLXXXV;Thétis;Kateríni,Kalamata,Xanthi
CLXXXVI;Cronos;Nea Smyrni,Corinthe,Agios Nikolaos,Héraklion,Sparte,Alexandroúpoli
CLXXXVII;Atlas;Rhodes,Rhodes,Trikala
CLXXXVIII;Borée;Agios Nikolaos,Iolkos,Nikaia,Eyosmos,Keratsini,Agios Nikolaos,Athènes,Argos,Agios Nikolaos,Filothei,Kamatero,Kamatero,Agios Nikolaos,Keratsini
CLXXXIX;Thémis;Alexandroúpoli,Aegio,Ano Liossia,Nea Ionia,Agrinion
CXC;Borée;Monemvasia,Olympie,Kalamata,Sparte,Kastoria,Patras,Corfou,Nauplie,Komotiní,Kalamata
CXCI;Héra;Mégara,Kalamaria,Nea Ionia,Eyosmos,Kefalonia,Komotiní
CXCII;Séléné;Kordelio,Corinthe,Nikaia,Keratsini,Souflí,Arta,Drama,Alonistena,Kamatero
CXCIII;Hadès;Héraklion,Agrinion,Alonistena,Nikaia,Psychico,Nea Ionia,Agios Nikolaos
CXCIV;Morphée;Kozani,Iolkos,Iolkos,Kateríni,Ioannina
CXCV;Atlas;Souflí,Mykonos,Nea Smyrni,Eyosmos,Delphes,Corinthe
CXCVI;Chloris;Nea Smyrni,Kozani,Lamía,Corinthe,Ioannina,Théra
CXCVII;Héphaïstos;Porto Héli,Nauplie,Mégara,Delphes,Zefyri,Agios Nikolaos,Argos,Thessalonique,Kefalonia,Monemvasia,Héraklion,Rhodes,Théra,Souflí
CXCVIII;Éos;Mykonos,Nauplie,Le Pirée,Ano Liossia
CXCIX;Poséidon;Kefalonia,Karditsa,Souflí,Le Pirée
CC;Hécate;Lamía,Kalamaria,Monemvasia,Psychico,Karditsa,Stravroupoli
CCI;Éris;Saloniki,Saloniki,Larissa,Trikala,Sparte,Ierapetra,Rhodes,Kavala,Patras
CCII;Chloris;Porto Héli,Psychico,Kamatero,Nauplie,Kozani,Karditsa,Sparte,Kalamaria,Volos,Monemvasia,Orestiáda,Karditsa
CCIII;Cronos;Rhodes,Héraklion,Saloniki,Kordelio,Delphes
CCIV;Morphée;Patras,Alonistena,Eyosmos,Corfou,Amfissa,Olympie,Stravroupoli,Psychico,Agrinion
CCV;Éos;Héraklion,Kateríni,Arta,Thessalonique,Volos,Nea Ionia,Stravroupoli,Thessalonique,Ermoúpoli
CCVI;Héphaïstos;Nea Smyrni,Mégara,Souflí,Lamía,Drama,Corfou,Arta,Orestiáda,Argos
CCVII;Até;Mégara,Réthymnon,Aegio,Alonistena,Agrinion,Larissa,Xanthi,Aegio,Thessalonique,Monemvasia,Théra,Kamatero,Nauplie,Stravroupoli
CCVIII;Asclépios;Karditsa,Larissa,Drama,Nikaia,Pylaia,Iolkos
CCIX;Hébé;Xanthi,Alexandroúpoli,Souflí,Larissa,Iolkos,Monemvasia
CCX;Ouranos;Patras,Saloniki,Kalamata,Zefyri
CCXI;Héraclès;Kordelio,Keratsini,Mégara,Iolkos,Kastoria,Athènes,Agrinion,Psychico,Alonistena,Výronas,Kateríni,Nauplie,Nea Ionia,Alexandroúpoli,Olympie
CCXII;Hébé;Ierapetra,Aegio,Le Pirée,Le Pirée,Nauplie,Mégara,Patras,Monemvasia,Thessalonique
CCXIII;Dionysos;Aegio,Le Pirée,Thèbes,Psychico,Ioannina,Saloniki,Amfissa,Nikaia,Zefyri,Ioannina,Xanthi,Ermoúpoli
CCXIV;Éos;Volos,Kordelio,Mégara,Kalamaria,Ioannina,Souflí,Monemvasia,Thèbes,Nea Ionia,Monemvasia,Lamía
CCXV;Léto;Larissa,Nikaia,Thessalonique,Pylaia,Athènes,Delphes,Komotiní,Nauplie
CCXVI;Poséidon;Corfou,Larissa,Monemvasia,Nea Ionia,Arta,Kateríni,Mégara,Komotiní,Výronas,Komotiní
CCXVII;Maïa;Kalamaria,Athènes,Olympie,Amfissa,Héraklion,Nea Smyrni,Kalamaria,Nea Smyrni
CCXVIII;Hécate;Lamía,Ioannina,Lamía
CCXIX;Athéna;Argos,Karditsa,Monemvasia,Thèbes,Kozani,Mykonos,Olympie,Corfou,Théra,Nea Ionia,Iolkos
CCXX;Athéna;Alexandroúpoli,Nauplie,Kamatero,Saloniki,Stravroupoli,Porto Héli,Eyosmos,Théra,Kateríni,Nea Smyrni,Xanthi,Výronas
CCXXI;Léto;Iolkos,Ermoúpoli,Mykonos,Nea Smyrni
CCXXII;Océanos;Kalamata,Xanthi,Agios Nikolaos,Orestiáda,Výronas,La Canée,Karditsa
CCXXIII;Morphée;Porto Héli,Orestiáda,Kastoria,Héraklion,Kalamata,Iolkos,Théra,Kordelio,Kordelio,Corinthe,Delphes,Kalamaria
CCXXIV;Minos;Drama,Thèbes,Nikaia,Aegio
CCXXV;Atlas;Thèbes,Thessalonique,La Canée,Nauplie,Zefyri,Pylaia,Agios Nikolaos,Pylaia
CCXXVI;Héphaïstos;Karditsa,Ioannina,Olympie,Kozani,Monemvasia,Delphes,Nikaia,Trikala,Trikala,Volos,Héraklion,Alexandroúpoli
CCXXVII;Éole;Kalamata,Monemvasia,Rhodes,Xanthi,Corfou
CCXXVIII;Hadès;Larissa,Thessalonique,Stravroupoli,Nikaia,Monemvasia,Mégara,Filothei,Xanthi,Stravroupoli
CCXXIX;Éole;Souflí,Pylaia,Nea Smyrni,Athènes,Xanthi,Aegio
CCXXX;Maïa;Keratsini,Výronas,Nauplie,Mégara,Mykonos,Ano Liossia,Xanthi,Trikala,Volos
CCXXXI;Hadès;Arta,Souflí,Athènes
